id,idempotency_key,tipo,almacen_origen_id,almacen_destino_id,material_id,cantidad,created_at,motivo,ref_externa,evidencia_key,usuario_op_id,fecha,from_almacen_id,to_almacen_id,tecnico_id,nota
ff64fead-7013-45ed-bb44-3c8cd8b2b8c1,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 15:52:00.752278+00,,,,,2025-10-05 15:52:00.752278+00,,,,smoke reverse
99cad777-01de-4f14-a1bf-e81f475d6c1c,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:52:00.708555+00,,,,,2025-10-05 15:52:00.708555+00,,,,smoke transf->traslado
4c66416f-fda3-457e-ac6e-15802d8a03b4,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 15:52:00.138198+00,,,,,2025-10-05 15:52:00.138198+00,,,6,smoke revert (-2)
f9429c01-74d9-440c-a182-d4be63121474,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 15:52:00.048735+00,,,,,2025-10-05 15:52:00.048735+00,,,6,smoke (+2)
27af79e7-670e-4944-804b-edb47fa6b544,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 15:47:47.302252+00,,,,,2025-10-05 15:47:47.302252+00,,,6,
d9beabfc-dd12-40ea-b9c7-3898f3a1f4fe,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:47:47.23233+00,,,,,2025-10-05 15:47:47.23233+00,,,6,
a83ef2e2-6db4-40b5-bebf-63b42bc30b3f,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 15:46:22.136146+00,,,,,2025-10-05 15:46:22.136146+00,,,6,
976be1d2-d402-44c4-83eb-5aa4221f54ba,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:46:22.063573+00,,,,,2025-10-05 15:46:22.063573+00,,,6,
dab3fd69-6576-4f47-9c2a-6a7015171db9,,traslado,,,3,1,2025-10-05 15:46:21.410405+00,,,,,2025-10-05 15:46:21.410405+00,bdf0d98a-f0ee-4f42-a761-11be1a352e61,a1f107e4-2184-4d88-aa04-39d31aa0c02d,,smoke auto devolución
f663a847-0bf3-4e6e-8fd5-a5fb15c23076,,traslado,,,3,1,2025-10-05 15:46:21.214495+00,,,,,2025-10-05 15:46:21.214495+00,a1f107e4-2184-4d88-aa04-39d31aa0c02d,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,smoke auto traslado
06a391f9-19b6-4c39-adf2-7c6055e75c98,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 15:46:20.50285+00,,,,,2025-10-05 15:46:20.50285+00,,,6,
9566ce97-1f7c-4c4f-864e-c17bc21ec4fc,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:46:20.38417+00,,,,,2025-10-05 15:46:20.38417+00,,,6,
3d504ebf-ae66-4520-91e7-0e94dd5cd33d,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 15:46:20.016016+00,,,,,2025-10-05 15:46:20.016016+00,,,,smoke reverse
506f5172-5ee7-4c91-b1cc-85c92046f18a,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:46:19.974665+00,,,,,2025-10-05 15:46:19.974665+00,,,,smoke transf->traslado
44ae38bd-2220-49fb-a097-043fe0a25b67,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 15:46:19.504214+00,,,,,2025-10-05 15:46:19.504214+00,,,6,smoke revert (-2)
39ae9c89-b88e-4a80-9890-0b3845adbdba,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 15:46:19.410093+00,,,,,2025-10-05 15:46:19.410093+00,,,6,smoke (+2)
c2179b26-ada5-4522-8021-a77d3660cbc9,,traslado,,,3,1,2025-10-05 15:41:41.094605+00,,,,,2025-10-05 15:41:41.094605+00,bdf0d98a-f0ee-4f42-a761-11be1a352e61,a1f107e4-2184-4d88-aa04-39d31aa0c02d,,smoke auto devolución
e6fed5a9-0b82-4dbe-81b7-31a63fc37711,,traslado,,,3,1,2025-10-05 15:41:41.020006+00,,,,,2025-10-05 15:41:41.020006+00,a1f107e4-2184-4d88-aa04-39d31aa0c02d,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,smoke auto traslado
8b519b39-a6ea-4127-b28d-87570d4340cc,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 15:28:01.23002+00,,,,,2025-10-05 15:28:01.23002+00,,,6,
3ed6bea5-94d0-4134-86dd-8a4ef5d6731e,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:28:01.113104+00,,,,,2025-10-05 15:28:01.113104+00,,,6,
d1590087-4f51-439f-b38d-038249b52eaf,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 15:28:00.720526+00,,,,,2025-10-05 15:28:00.720526+00,,,,smoke reverse
f70b8a87-de1d-406f-9e39-ca333ea91bfa,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:28:00.675572+00,,,,,2025-10-05 15:28:00.675572+00,,,,smoke transf->traslado
1d9c0538-fa26-41a8-853e-2a7f1fa30b10,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 15:28:00.16822+00,,,,,2025-10-05 15:28:00.16822+00,,,6,smoke revert (-2)
78075dc8-7d16-47c4-a4b8-61aeb3c57e6e,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 15:28:00.064535+00,,,,,2025-10-05 15:28:00.064535+00,,,6,smoke (+2)
a4b18b41-ab2d-44bf-8f1e-36867db6bb03,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 15:22:02.728137+00,,,,,2025-10-05 15:22:02.728137+00,,,6,
9e857b57-cdb9-4285-9fd7-93b04be4d626,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:22:02.613724+00,,,,,2025-10-05 15:22:02.613724+00,,,6,
8b87b434-def3-41f4-af0c-0968cba1b378,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-05 15:22:02.247907+00,,,,,2025-10-05 15:22:02.247907+00,,,,smoke reverse
20f2f8fa-e8cd-4242-b93e-0eadfb2e555b,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-05 15:22:02.202168+00,,,,,2025-10-05 15:22:02.202168+00,,,,smoke transf->traslado
e694d039-7148-4d5b-965e-9d5703e66aa7,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-05 15:22:01.734235+00,,,,,2025-10-05 15:22:01.734235+00,,,6,smoke revert (-2)
73c00c57-46e4-4604-8754-63b11807ec64,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-05 15:22:01.63702+00,,,,,2025-10-05 15:22:01.63702+00,,,6,smoke (+2)
ed122408-913d-4a75-9285-82a138dca48d,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-04 22:55:13.10894+00,,,,,2025-10-04 22:55:13.10894+00,,,,smoke reverse
47cd5ab6-290f-4d54-974f-8f6f666d58c3,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 22:55:13.067445+00,,,,,2025-10-04 22:55:13.067445+00,,,,smoke transf->traslado
d37ec412-7067-406f-a052-23f58eb64ff2,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-04 22:55:12.484005+00,,,,,2025-10-04 22:55:12.484005+00,,,6,smoke revert (-2)
4d75f20a-dcef-46d2-9418-08c3464595f9,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-04 22:55:12.389468+00,,,,,2025-10-04 22:55:12.389468+00,,,6,smoke (+2)
a56d9872-2adf-49eb-93a7-4e1c328fe87a,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-04 22:54:59.310202+00,,,,,2025-10-04 22:54:59.310202+00,,,,smoke reverse
a3346b2d-61a5-49c9-ab55-c005f27517df,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 22:54:59.265396+00,,,,,2025-10-04 22:54:59.265396+00,,,,smoke transf->traslado
92f9a440-751b-4b96-af87-c372a00b1960,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-04 22:54:58.797922+00,,,,,2025-10-04 22:54:58.797922+00,,,6,smoke revert (-2)
c5bf8658-a077-4e31-8702-090572a0129d,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-04 22:54:58.70844+00,,,,,2025-10-04 22:54:58.70844+00,,,6,smoke (+2)
0de00971-69df-4cc8-b4fc-f5e494df5a4e,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-04 22:14:17.370295+00,,,,,2025-10-04 22:14:17.370295+00,,,,smoke reverse
c39b0f5c-1aa9-4270-ae81-3754fce4ca2b,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 22:14:17.331209+00,,,,,2025-10-04 22:14:17.331209+00,,,,smoke transf->traslado
a71311e5-7ff8-4c34-ad07-5a4ab038913f,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-04 22:14:16.7885+00,,,,,2025-10-04 22:14:16.7885+00,,,6,smoke revert (-2)
ec145a7c-c192-4a41-b66c-4d61a4e3b108,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-04 22:14:16.690884+00,,,,,2025-10-04 22:14:16.690884+00,,,6,smoke (+2)
252bc841-5e45-411b-99e0-614ca5400eb8,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-04 22:04:53.5121+00,,,,,2025-10-04 22:04:53.5121+00,,,6,
89b96128-6190-40f8-af02-6f73e2860742,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 22:04:53.445822+00,,,,,2025-10-04 22:04:53.445822+00,,,6,
51e1da4c-5a79-4597-b2d6-b72881734d96,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-04 22:04:53.127692+00,,,,,2025-10-04 22:04:53.127692+00,,,6,
f218ecf1-98ef-4bbf-a02a-d72ea24e4342,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 22:04:53.008706+00,,,,,2025-10-04 22:04:53.008706+00,,,6,
60e19051-0638-4e48-82ed-e8f25105f76f,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-04 22:04:52.783312+00,,,,,2025-10-04 22:04:52.783312+00,,,6,
df69e10c-05e1-4537-a0bf-56485117b448,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 22:04:52.7008+00,,,,,2025-10-04 22:04:52.7008+00,,,6,
604519e4-88d7-4ad8-a6dd-da6a7615d224,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-04 22:04:52.374472+00,,,,,2025-10-04 22:04:52.374472+00,,,6,
0c67a528-4faa-4ad8-89ec-170f0f7308c5,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 22:04:52.254721+00,,,,,2025-10-04 22:04:52.254721+00,,,6,
0a2d3498-d41d-49cc-b64e-b5757d83e90b,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-04 22:04:30.647174+00,,,,,2025-10-04 22:04:30.647174+00,,,6,
9f57a28f-6d13-4ad7-87bd-c7b10bf98562,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 22:04:30.524207+00,,,,,2025-10-04 22:04:30.524207+00,,,6,
e23ef50d-c221-440c-bdf9-e2c8c2f96056,,ingreso,,,1,1,2025-10-04 22:03:45.467858+00,,,,,2025-10-04 22:03:45.467858+00,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,[setup] preload TEC-6 ONT
fde9b34d-7e6d-4621-ac96-2d1c134905f4,,ingreso,,,1,1,2025-10-04 22:03:43.043441+00,,,,,2025-10-04 22:03:43.043441+00,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,[setup] preload TEC-6 ONT
44b9452f-aaba-4dc6-9ef4-75948726f2a5,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-04 21:55:53.942588+00,,,,,2025-10-04 21:55:53.942588+00,,,,smoke reverse
5e79ef9e-f03d-4aa3-906a-8fac666b4336,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 21:55:53.89376+00,,,,,2025-10-04 21:55:53.89376+00,,,,smoke transf->traslado
a51ad93f-0071-4297-a6b6-5706829d2c38,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-04 21:55:53.326504+00,,,,,2025-10-04 21:55:53.326504+00,,,6,smoke revert (-2)
edc72b95-a6a2-4134-b42c-d6b5a732f75d,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-04 21:55:53.235942+00,,,,,2025-10-04 21:55:53.235942+00,,,6,smoke (+2)
8dc18ff3-233f-49f2-b8df-8139994cd98e,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-04 21:52:00.818225+00,,,,,2025-10-04 21:52:00.818225+00,,,,smoke reverse
acff1e26-71b3-46d2-94f7-a89d943c3430,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 21:52:00.774054+00,,,,,2025-10-04 21:52:00.774054+00,,,,smoke transf->traslado
92282700-f5c0-4361-a350-b2bc6c5b4948,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-04 21:52:00.274993+00,,,,,2025-10-04 21:52:00.274993+00,,,6,smoke revert (-2)
c237f3e6-a801-4111-9591-e4a5d41db40c,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-04 21:52:00.180894+00,,,,,2025-10-04 21:52:00.180894+00,,,6,smoke (+2)
afbbe2c8-1f15-4d30-a100-4bbe6011cb70,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-04 21:51:16.732675+00,,,,,2025-10-04 21:51:16.732675+00,,,,smoke reverse
efbe6092-a1a7-41d8-b2a4-17ea52d66981,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 21:51:16.684458+00,,,,,2025-10-04 21:51:16.684458+00,,,,smoke transf->traslado
bf65d24d-936c-409f-ade5-194ae945bb38,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-04 21:51:16.172839+00,,,,,2025-10-04 21:51:16.172839+00,,,6,smoke revert (-2)
a89ac9eb-262a-44d1-8fb4-373238d5bdf3,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-04 21:51:16.072398+00,,,,,2025-10-04 21:51:16.072398+00,,,6,smoke (+2)
995379f6-4e83-47de-a684-d6557c02ac7b,,ajuste,,beb7a8f6-28a2-4ad2-b121-5619580ba82d,1,15,2025-10-04 20:44:01.708789+00,,,,,2025-10-04 20:44:01.708789+00,,,,cuadre historico (+15)
18298117-d4b6-4b0b-89fc-e57bae334664,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-04 20:34:56.693514+00,,,,,2025-10-04 20:34:56.693514+00,,,,smoke reverse
31674877-7b06-46bd-b784-99dc2bc34a3e,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 20:34:56.663567+00,,,,,2025-10-04 20:34:56.663567+00,,,,smoke transf->traslado
e6ca1006-0da8-4df5-8cd0-87eb3884bc91,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-04 20:33:54.406206+00,,,,,2025-10-04 20:33:54.406206+00,,,,smoke reverse
bea8c25c-029c-4051-b588-28c50f342ee4,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 20:33:54.374661+00,,,,,2025-10-04 20:33:54.374661+00,,,,smoke transf->traslado
4ede9d0d-ed32-489f-a025-d527112975f4,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-04 20:33:36.908994+00,,,,,2025-10-04 20:33:36.908994+00,,,6,test revert (-2)
7c08d8a8-5dca-478a-a334-6ea74079ed7f,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-04 20:33:36.825637+00,,,,,2025-10-04 20:33:36.825637+00,,,6,test (+2)
22ae2beb-f002-424a-b1aa-47758520f619,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-04 17:53:51.063871+00,,,,,2025-10-04 17:53:51.063871+00,,,,reversa test
d420c451-b92f-4b67-80a9-ece1e66a9ad3,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 17:53:42.149177+00,,,,,2025-10-04 17:53:42.149177+00,,,,transf normalizada a traslado
439bfa4b-af01-4b4f-9207-863b44d4cba8,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,2,2025-10-04 17:53:35.82248+00,,,,,2025-10-04 17:53:35.82248+00,,,6,ajuste ok revert (-)
e30f8e1d-48af-4e53-b2e5-7a05d7f9c6c8,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-04 17:53:35.734833+00,,,,,2025-10-04 17:53:35.734833+00,,,6,ajuste ok (+)
929924b0-6225-4790-90e8-abc0793f221e,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-04 17:38:20.323669+00,,,,,2025-10-04 17:38:20.323669+00,,,6,smoke devolución
4b779221-0f0b-4d4e-9b3f-ab559b49f950,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,1,2025-10-04 17:38:20.270065+00,,,,,2025-10-04 17:38:20.270065+00,,,6,smoke ajuste (-)
4df20282-428d-4a15-b262-7d8774e75725,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-04 17:38:20.232907+00,,,,,2025-10-04 17:38:20.232907+00,,,6,smoke ajuste (+)
a2b53742-e0b7-43ac-b2bf-4eca182720b1,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 17:38:20.201239+00,,,,,2025-10-04 17:38:20.201239+00,,,,smoke CENTRAL->TEC-6
db566522-60dd-4477-97de-a3b687752e53,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-04 14:00:30.515882+00,,,,,2025-10-04 14:00:30.515882+00,,,6,smoke devolución
f8538553-3bdf-4073-b8f4-ff2b696eea0f,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,1,2025-10-04 14:00:30.46777+00,,,,,2025-10-04 14:00:30.46777+00,,,6,smoke ajuste (-)
abc3ead1-fc00-4ee5-9865-8b62f52cab3c,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-04 14:00:30.419246+00,,,,,2025-10-04 14:00:30.419246+00,,,6,smoke ajuste (+)
98b7fb86-94d4-4958-84b3-6698ef10b9a8,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 14:00:30.371328+00,,,,,2025-10-04 14:00:30.371328+00,,,,smoke CENTRAL->TEC-6
2b20199d-ed38-4e59-85d7-d90c1aaa1580,,ajuste,bdf0d98a-f0ee-4f42-a761-11be1a352e61,,3,1,2025-10-04 13:54:26.078895+00,,,,,2025-10-04 13:54:26.078895+00,,,6,ajuste (-) prueba
0442e910-ad7b-44d1-be5b-467f83a3391b,,ajuste,,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,2,2025-10-04 13:54:26.032932+00,,,,,2025-10-04 13:54:26.032932+00,,,6,ajuste (+) prueba
f3620874-abac-4bc7-9743-6d07860f5927,,traslado,bdf0d98a-f0ee-4f42-a761-11be1a352e61,2d54377d-d817-4445-9c96-bee4a1bc0105,3,1,2025-10-04 13:54:16.079988+00,,,,,2025-10-04 13:54:16.079988+00,,,6,devolución TEC-6->CENTRAL
44a56f0a-48ec-47fa-b328-440a8aaddeef,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 13:54:08.61869+00,,,,,2025-10-04 13:54:08.61869+00,,,6,prueba CENTRAL->TEC-6
37ea402a-7063-4de8-8b95-fa03f4acd74c,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 13:54:00.238213+00,,,,,2025-10-04 13:54:00.238213+00,,,,prueba traslado directo
864cd5bc-8e13-42a2-a066-aef39482dd4f,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 13:49:36.455367+00,,,,,2025-10-04 13:49:36.455367+00,,,6,prueba CENTRAL->TEC-6
bbc1d3da-f5e1-4606-aa3e-857595a90a83,,traslado,2d54377d-d817-4445-9c96-bee4a1bc0105,bdf0d98a-f0ee-4f42-a761-11be1a352e61,3,1,2025-10-04 13:49:27.547163+00,,,,,2025-10-04 13:49:27.547163+00,,,,test traslado directo
03d55f8a-3e77-4fc8-8521-4674ab3c825a,,ingreso,,a1f107e4-2184-4d88-aa04-39d31aa0c02d,1,20,2025-10-04 01:24:49.274665+00,,,,,2025-10-04 01:24:49.274665+00,,,,seed MULTI-CENTRAL make
bbb1a9f8-3db7-4974-a998-6890be71770f,,ingreso,,a1f107e4-2184-4d88-aa04-39d31aa0c02d,2,20,2025-10-04 01:24:49.274665+00,,,,,2025-10-04 01:24:49.274665+00,,,,seed MULTI-CENTRAL make
9a024383-552d-43b3-9df2-7a876654deac,,ingreso,,a1f107e4-2184-4d88-aa04-39d31aa0c02d,3,20,2025-10-04 01:24:49.274665+00,,,,,2025-10-04 01:24:49.274665+00,,,,seed MULTI-CENTRAL make
23a1f36b-c52d-490f-b9fa-e3fe2c8a70f2,,ingreso,,a1f107e4-2184-4d88-aa04-39d31aa0c02d,4,20,2025-10-04 01:24:49.274665+00,,,,,2025-10-04 01:24:49.274665+00,,,,seed MULTI-CENTRAL make
8198e41f-938a-4d9c-9691-75e9fb5fe254,,ingreso,,2d54377d-d817-4445-9c96-bee4a1bc0105,3,20,2025-10-04 01:21:55.861739+00,,,,,2025-10-04 01:21:55.861739+00,,,,seed CENTRAL make
8eb23ae6-7cb3-463f-8130-43bc94426e6c,,ingreso,,2d54377d-d817-4445-9c96-bee4a1bc0105,2,20,2025-10-04 01:21:55.861739+00,,,,,2025-10-04 01:21:55.861739+00,,,,seed CENTRAL make
4e30158f-a630-46d3-aaa8-102ca3cf279e,,ingreso,,2d54377d-d817-4445-9c96-bee4a1bc0105,4,20,2025-10-04 01:21:55.861739+00,,,,,2025-10-04 01:21:55.861739+00,,,,seed CENTRAL make
9fbf5b3b-e835-411b-b0a7-c40c2c5807cf,,ingreso,,2d54377d-d817-4445-9c96-bee4a1bc0105,1,14,2025-10-04 01:21:55.861739+00,,,,,2025-10-04 01:21:55.861739+00,,,,seed CENTRAL make
97d0f1c2-f647-4304-a6a1-b8951d26b761,,ingreso,,,3,20,2025-10-04 01:10:19.28861+00,,,,,2025-10-04 01:10:19.28861+00,,,,seed MAIN make
e0cbd08b-6cf7-4057-a4a5-b44a2c5c7041,,ingreso,,,2,20,2025-10-04 01:10:19.28861+00,,,,,2025-10-04 01:10:19.28861+00,,,,seed MAIN make
03f06ccd-9f4d-471b-940c-9c7a70187fc7,,ingreso,,,4,20,2025-10-04 01:10:19.28861+00,,,,,2025-10-04 01:10:19.28861+00,,,,seed MAIN make
f74d68b8-aee7-48d5-825e-0191f8d1b939,,ingreso,,,1,20,2025-10-04 01:10:19.28861+00,,,,,2025-10-04 01:10:19.28861+00,,,,seed MAIN make
51f123a7-770a-479a-9bd0-67f114a89e24,,ingreso,,,3,20,2025-10-04 01:05:11.939549+00,,,,,2025-10-04 01:05:11.939549+00,,,,seed MAIN emergencia
2271eccf-a67e-4451-95f8-b1c1aec50cb4,,ingreso,,,2,20,2025-10-04 01:05:11.939549+00,,,,,2025-10-04 01:05:11.939549+00,,,,seed MAIN emergencia
37c03dea-bead-4d56-b72f-319518fc2901,,ingreso,,,4,20,2025-10-04 01:05:11.939549+00,,,,,2025-10-04 01:05:11.939549+00,,,,seed MAIN emergencia
